file_id,time,cell_id,d1,d2,fsc_small,fsc_perp,fsc_big,pe,chl_small,chl_big,pop
203,13,217,34432,24976,38072,18645,32432,2696,33283,7408,ultra
203,13,220,14816,23856,30605,14080,32400,3307,28829,12864,pico
203,13,223,11872,13024,37813,19053,32400,2227,42864,16112,nano
203,13,227,12896,13184,47315,30872,32416,4595,47293,21760,nano
203,13,231,22368,16896,34611,18808,32416,595,39323,13200,ultra
203,13,234,14944,16976,31520,11728,32416,40947,48952,21824,crypto
203,13,235,20672,28368,35843,16352,32416,1565,33808,4864,ultra
203,13,237,17232,25248,29173,14085,32416,8957,18643,0,synecho
203,13,238,7696,11808,44384,28035,32400,2112,43891,16064,nano
203,13,240,26192,22352,33797,16235,32400,3056,24965,8336,pico
203,13,241,23984,23264,36741,18960,32400,5029,32283,4464,pico
203,13,250,10480,11024,17099,0,32400,883,13685,0,pico
203,13,253,15264,23728,25491,10056,32400,6701,11541,0,synecho
203,13,256,11504,19312,36629,19003,32416,2469,40272,13376,ultra
203,13,257,15920,20064,37816,20973,32400,1645,37493,15440,ultra
203,13,258,12384,16032,43373,24835,32416,1933,40931,17104,nano
203,13,262,5856,5648,37813,22419,32400,4107,37781,7104,ultra
203,13,278,9888,2144,11661,85,32400,741,25181,1456,pico
203,13,279,23888,22336,34725,16075,32400,1309,31299,15024,ultra
203,13,281,19184,23904,39616,21299,32400,3381,36248,9824,ultra
203,13,282,18848,25376,29581,9749,32400,2264,34261,10064,ultra
203,13,283,21408,27536,31728,10376,32400,1941,23573,4384,pico
203,13,284,14624,23552,37355,23603,32400,1923,33035,12128,ultra
203,13,292,32736,28096,38016,0,32400,1592,26800,9232,pico
203,13,296,17232,7232,37219,19520,32400,2480,39664,17248,nano
203,13,298,7168,10400,40421,24115,32416,1872,44117,17600,nano
203,13,300,17440,27248,33365,17133,32400,1920,30227,6160,pico
203,13,302,4816,2400,41499,24261,32416,2037,43691,18144,nano
203,13,303,12448,16864,32693,16464,32416,6725,13456,0,synecho
203,13,305,10560,5664,25651,6589,32400,2267,16856,0,pico
203,13,306,22592,30832,30197,12987,32400,2083,25645,8384,pico
203,13,307,4640,12256,28568,14187,32416,22256,24397,1376,synecho
203,13,310,12208,19088,40400,23565,32400,912,40459,11024,ultra
203,13,312,26976,19360,33976,14517,32400,1824,31363,10432,ultra
203,13,315,12032,15024,36907,17149,32400,1416,41101,12720,ultra
203,14,322,21808,18336,24723,4021,32416,2259,13968,4480,pico
203,14,324,27248,17616,35568,17715,32416,1251,33397,10896,ultra
203,14,325,3904,3648,38899,20213,32400,2931,42072,14896,nano
203,14,327,8752,11952,38859,19749,32416,2432,39643,16752,nano
203,14,328,4272,5232,18603,3355,32400,2288,23805,4576,pico
203,14,330,3872,3840,41520,25920,32432,2395,43467,17536,nano
203,14,331,6176,3936,33128,20411,32400,2461,39557,12960,ultra
203,14,334,23328,29408,32579,15840,32400,10677,17912,0,synecho
203,14,337,4736,12176,39021,22715,32400,1608,42000,15760,nano
203,14,338,23632,20096,30976,16685,32400,1011,28648,6672,pico
203,14,339,4432,2384,39125,23461,32432,18869,21845,5664,synecho
203,14,344,30912,22528,32195,11331,32400,2515,21707,0,pico
203,14,347,26832,36176,35547,21968,32400,2152,25589,2448,pico
203,14,349,5168,2400,39645,21885,32400,155,44645,14096,nano
203,14,351,25872,31424,41824,24112,32400,5560,39293,15312,nano
203,14,354,17424,20032,37304,18968,32400,1664,36629,9744,ultra
203,14,359,12352,7312,37888,21085,32400,1992,37677,11712,ultra
203,14,360,14576,20528,34901,16664,32416,1885,41509,17360,nano
203,14,361,18064,23952,24685,5768,32416,10141,20947,5952,synecho
203,14,364,6944,8224,42091,23691,32400,2965,39640,11600,ultra
203,14,365,5888,1408,22595,5371,32400,749,19552,8352,pico
203,14,368,6336,5408,42688,24717,32432,24163,32573,15488,synecho
203,14,370,11008,20512,15901,1056,32416,2157,16856,0,pico
203,14,371,22736,23696,36373,20587,32400,19021,24053,0,synecho
203,14,373,16272,25696,37677,21280,32400,2237,32565,7280,ultra
203,14,374,17296,25824,29499,10123,32400,816,21856,4992,pico
203,14,380,5632,6384,23600,3285,32400,18653,11739,0,synecho
203,14,383,6144,3424,39120,21720,32400,1400,41035,13712,ultra
203,14,387,10432,14832,39707,24315,32400,1605,39749,16048,nano
203,14,389,24352,16144,27680,7800,32400,1416,31579,11712,pico
203,14,393,27216,33696,36163,19400,32400,1835,29395,11872,ultra
203,14,396,14976,23904,33539,13733,32384,2656,31808,2320,pico
203,14,398,6736,6640,44424,25224,32416,1499,43363,20032,nano
203,14,400,4704,13952,35432,19589,32416,15781,20637,0,synecho
203,14,403,3904,6480,29648,14640,32400,9843,12197,0,synecho
203,14,404,4256,4320,24091,8443,32384,16883,13688,0,synecho
203,14,407,22656,29648,33493,13259,32400,2987,26283,5904,pico
203,14,409,24240,33968,46944,29547,32416,3125,30757,10768,ultra
203,14,411,42896,36000,51376,35221,32416,5520,46896,17072,nano
203,14,416,4496,7808,24856,3619,32400,1229,32515,6224,pico
203,14,419,30608,37904,45408,24533,32400,595,39005,14112,nano
203,14,424,23920,28928,36603,19557,32400,1088,36008,10880,ultra
203,14,425,21040,16224,43483,23413,32416,2363,39813,13104,nano
203,14,426,31856,24128,33336,15992,32400,3840,33323,9088,ultra
203,14,429,22144,27296,36592,19163,32400,2901,30373,8560,pico
203,14,433,16592,24976,22043,3656,32400,1528,13200,1792,pico
203,14,435,23904,21472,38632,23384,32400,17296,21779,0,synecho
203,14,438,7008,15184,42304,24872,32400,3576,43611,17136,nano
203,14,441,4416,5216,29056,14373,32416,24739,25547,10928,synecho
203,14,443,10144,16832,26128,11360,32416,9307,13040,0,synecho
203,14,444,18864,26288,26533,8549,32416,2864,27979,3360,pico
203,14,445,18816,25664,29288,7413,32416,1699,23696,9168,pico
203,14,447,5408,6320,36315,18416,32400,2459,41435,14400,ultra
203,14,450,7184,6160,40107,22368,32416,960,46093,18496,nano
203,14,451,26416,21184,32437,19312,32400,12880,14099,7072,synecho
203,14,453,7344,3392,42741,24213,32400,2253,46184,17136,nano
203,14,455,23664,23936,31840,14624,32400,9773,16971,0,synecho
203,14,460,22736,15648,35837,17064,32384,23400,24459,9264,synecho
203,14,464,25472,21328,36093,20352,32400,12699,20275,5280,synecho
203,14,466,15600,18896,34885,17845,32400,19853,23117,0,synecho
203,14,468,10576,18416,41779,23299,32432,1899,41491,14624,nano
203,14,473,11648,2496,30795,12608,32400,525,38416,11424,ultra
203,14,475,22208,25360,36928,18349,32400,0,32125,10160,ultra
203,14,477,22240,26992,38624,22211,32416,277,30848,7296,ultra
203,14,482,12640,22096,49869,33373,32400,2411,52736,23264,nano
203,14,483,17424,10672,14707,323,32400,1539,12168,3936,pico
203,14,496,6176,4512,35035,14560,32416,16029,16648,3008,synecho
203,14,499,6576,12688,38840,21765,32400,1944,43579,18000,nano
203,14,501,17312,14704,37917,21296,32384,3317,42813,14432,nano
203,14,505,11568,19248,33491,13379,32400,1139,35992,9536,ultra
203,14,511,8496,14928,24184,10784,32400,2552,28981,5440,pico
203,14,514,20832,29536,31280,14821,32400,3867,23109,10192,pico
203,14,519,17200,9072,26760,11024,32400,1749,35965,11152,ultra
203,14,520,3888,2768,38296,21381,32400,0,40749,13568,ultra
203,14,523,29824,25392,35859,16408,32400,1507,29413,0,pico
203,14,524,32256,25392,34221,17016,32416,1291,28515,3248,pico
203,14,525,5200,368,25589,12224,32400,2848,25747,9520,pico
203,14,528,26592,20160,32053,12160,32400,1424,26328,9248,pico
203,14,536,17584,17424,25363,6544,32400,973,23997,0,pico
203,14,538,8128,6352,39456,22293,32400,1741,40683,8976,ultra
203,14,543,15152,18096,52869,34872,32432,2947,46845,19152,nano
203,14,548,8864,4064,42917,27269,32400,1195,41605,16096,nano
203,14,550,20288,15040,44459,26939,32416,4275,37067,15920,nano
203,14,555,28032,17872,30387,18128,32400,3280,23976,4816,pico
203,14,556,31232,22816,31029,8816,32400,3373,26787,1088,pico
203,14,557,4272,10128,21472,6723,32416,8208,16939,0,synecho
203,14,559,21440,12304,33683,15408,32384,2237,32376,2432,pico
203,14,560,24752,30016,33259,15992,32400,4080,25797,6880,pico
203,14,561,34080,24848,35571,16651,32400,1949,32005,5216,pico
203,14,562,9696,3216,38752,23149,32400,2760,44501,18208,nano
203,14,563,22736,29616,36656,18704,32400,664,28896,2192,pico
203,14,568,30992,29168,39525,19387,32400,808,31208,7216,ultra
203,14,569,8176,12464,34576,19805,32416,14144,18259,0,synecho
203,14,573,9600,15984,41832,22867,32400,1264,43336,17040,nano
203,14,575,8592,7792,41192,23435,32400,4085,39024,13792,ultra
203,14,583,19088,26112,31899,15803,32416,4237,24493,5952,pico
203,14,589,11184,9968,44192,27539,32400,2027,37573,15184,nano
203,14,591,5296,6688,43555,27085,32400,571,43789,18848,nano
203,14,593,20064,16944,34256,19280,32400,12525,16181,3456,synecho
203,14,595,17008,26000,22920,163,32400,2136,18005,2624,pico
203,14,603,31376,21408,32424,11893,32416,3421,24059,7824,pico
203,14,605,6800,8960,22392,0,32400,1875,30208,13712,pico
203,14,606,24608,24096,37099,17653,32400,1685,31544,9664,ultra
203,14,611,23712,22864,40293,21176,32416,3341,30859,11520,ultra
203,14,612,5200,2304,40765,24624,32400,16299,19944,0,synecho
203,14,613,22624,26336,36237,17493,32400,3475,33227,7872,ultra
203,14,614,30336,25072,36763,16123,32400,3563,35181,16768,ultra
203,14,621,9472,19312,15789,0,32400,3501,17627,0,pico
203,14,622,31744,33936,42165,25880,32400,1373,30272,6448,ultra
203,14,623,13280,9392,40504,22576,32416,3709,39427,11936,ultra
203,14,624,20256,28416,35392,16667,32400,2400,31464,14704,ultra
203,14,627,23728,20672,43355,26107,32400,1008,37301,12128,ultra
203,14,628,5632,5904,18163,10805,32432,7608,13779,4672,synecho
203,14,630,18688,23552,33696,16403,32416,3157,30235,6320,pico
203,14,632,5456,13360,25016,6280,32400,1779,29349,928,pico
203,14,633,25728,34400,36936,15989,32416,2331,30896,4016,pico
203,14,634,28704,20752,31067,13307,32400,6144,12173,0,synecho
203,14,637,16800,25152,22579,1768,32400,2357,23080,8672,pico
203,14,640,6080,6496,43208,26136,32416,1731,45477,20256,nano
203,14,641,10720,8432,39139,22288,32400,4397,41448,12112,ultra
203,14,643,7760,2992,17411,509,32400,3472,34045,5280,pico
203,14,648,6992,1264,25112,11691,32416,2803,36587,10080,ultra
203,14,651,4560,4448,39741,22085,32400,2395,42848,14624,nano
203,14,652,5984,6656,27397,11219,32400,8787,19587,0,synecho
203,14,654,6240,11184,37768,21467,32400,15949,20008,5648,synecho
203,14,656,16224,19776,33587,11141,32416,2568,36653,11040,ultra
203,14,660,7664,12080,35021,18128,32384,1605,39013,14624,ultra
203,14,662,31184,23888,32584,11443,32400,0,22789,3760,pico
203,14,663,5568,768,15456,893,32400,733,13133,416,pico
203,14,664,22976,30048,36317,16837,32416,2216,29083,10032,pico
203,14,668,19168,18496,53835,35301,32416,6541,50584,21600,nano
203,14,672,8704,16160,44024,25944,32400,2941,43168,13312,nano
203,14,674,7776,2416,28373,10189,32400,1973,32925,5120,pico
203,14,676,29184,19808,30803,12757,32416,1680,28144,4080,pico
203,14,680,24992,34608,33675,12813,32400,1997,34173,7888,ultra
203,14,685,7184,6016,35795,18747,32416,18005,23976,2048,synecho
203,14,689,23600,28960,35216,20293,32400,1867,40571,14272,ultra
203,14,690,5504,3440,37013,20691,32400,2563,38005,7856,ultra
203,14,691,27472,33936,38680,22184,32416,1429,29984,10784,ultra
203,14,692,13728,23456,25373,9131,32416,1584,23995,5920,pico
203,14,693,32464,22672,30728,16240,32416,656,27893,8448,pico
203,14,697,22512,13968,27589,14525,32400,7907,19496,0,synecho
203,14,698,15872,17808,40264,22256,32400,1715,37829,13408,ultra
203,14,699,8016,3504,38736,23992,32432,2456,45299,19152,nano
203,14,703,28608,22944,35901,17888,32416,22048,19493,0,synecho
203,14,704,19952,27840,30101,11901,32400,2739,27304,6112,pico
203,14,705,3424,10032,22949,5027,32400,1821,24563,2032,pico
203,14,707,19440,28064,27613,10200,32400,1616,36011,11248,ultra
203,14,708,5584,5824,39680,23813,32432,20619,23200,10768,synecho
203,14,709,12048,3744,42336,24520,32400,1613,42917,10912,nano
203,14,710,23152,27824,35563,16741,32400,2181,29077,4304,pico
203,14,712,34976,26512,48288,29029,32416,1661,28008,11088,ultra
203,14,714,28608,20448,28789,9352,32400,1933,24552,6864,pico
203,14,715,6224,1968,10440,0,32400,301,12533,0,pico
203,14,717,21216,27344,35520,19787,32400,765,37920,14560,ultra
203,14,718,23440,28144,30979,13819,32384,1328,23883,0,pico
203,14,719,26848,21552,32520,18229,32400,17547,21795,3168,synecho
203,14,720,9920,15104,48995,30560,32400,7245,46440,20768,nano
203,14,722,21104,14384,21531,1981,32400,14501,16179,9856,synecho
203,14,727,22960,14160,43483,25853,32400,2387,33376,10832,ultra
203,14,728,30960,23024,31275,11099,32400,837,19253,112,pico
203,14,732,8688,18320,47837,30549,32400,2629,43208,9504,nano
203,14,734,32688,23600,32883,20544,32400,2739,18248,0,pico
203,14,737,20912,29408,33408,12621,32416,2165,29013,10800,pico
203,14,738,4800,3632,41037,23608,32416,2227,42504,14880,nano
203,14,742,4608,13232,31221,14432,32400,1832,36440,8400,ultra
203,14,750,22928,17632,25696,12867,32400,7368,11624,2192,synecho
203,14,754,20096,23280,41856,24315,32416,2224,38667,8880,ultra
203,14,758,8400,8048,22317,835,32400,915,33685,8832,pico
203,14,759,28496,25232,36152,17059,32384,1475,25843,6320,pico
203,14,764,16992,11280,34861,15976,32400,1349,35752,6464,ultra
203,14,767,7136,11696,34019,17400,32400,499,35133,6496,ultra
203,14,769,4896,2240,15323,189,32400,2973,31360,2608,pico
203,14,771,21104,22864,33533,15317,32400,1485,30893,8368,pico
203,14,772,16912,18256,32891,11784,32400,1864,35587,9120,ultra
203,14,774,5648,3040,41005,21872,32400,3872,44019,17296,nano
203,14,775,4448,2176,38792,20477,32400,2387,42784,9056,ultra
203,14,776,16592,22240,41736,25064,32416,1571,41219,15376,nano
203,14,778,20672,11392,36387,20680,32400,22859,24816,3312,synecho
203,14,779,4336,12864,35944,19477,32400,1541,36968,12352,ultra
203,14,784,6512,448,26715,2661,32400,1208,31141,16272,pico
203,14,786,4208,10016,40525,23784,32416,3013,42347,18400,nano
203,14,788,19072,20864,36976,19989,32416,2365,33112,18464,ultra
203,14,789,6560,11184,35003,18056,32400,14387,15339,0,synecho
203,14,794,4736,3488,36760,19205,32400,1587,42259,16224,nano
203,14,799,25328,17168,31392,11509,32416,1765,31736,12688,ultra
203,14,800,20928,17072,34795,16693,32400,2307,33016,8160,ultra
203,14,801,27088,16960,27117,7125,32400,2144,23624,0,pico
203,14,802,8480,4912,11032,0,32400,0,15648,6672,pico
203,14,804,26288,20976,45083,29920,32400,2992,43205,14688,nano
203,14,805,23488,15280,20776,1101,32400,3752,25848,0,pico
203,14,806,6192,13168,41781,23853,32416,1888,42205,16192,nano
203,14,809,21552,25680,32883,14867,32416,2048,25477,7760,pico
203,14,811,16368,17584,34109,21947,32416,15741,24867,5072,synecho
203,14,813,8528,4048,36515,20613,32400,1501,37019,9312,ultra
203,14,814,12656,10560,42717,23147,32400,1688,41917,18192,nano
203,14,815,18672,16256,42995,25136,32400,1293,27253,4064,pico
203,14,820,16768,22272,24408,5011,32400,5877,10037,2960,synecho
203,14,825,7920,13392,37888,20795,32416,15880,19832,6096,synecho
203,14,826,17760,25600,34859,15723,32400,1160,33531,12560,ultra
203,14,829,23104,31616,32437,12533,32416,1853,29592,9584,pico
203,14,833,23408,27936,32163,13019,32416,1376,26752,3088,pico
203,14,836,20160,27680,45819,29805,32400,2061,28288,15232,ultra
203,14,842,4784,11360,36677,21392,32400,18773,22709,7808,synecho
203,14,845,24256,22208,30752,10544,32400,1891,27043,10704,pico
203,14,847,15712,21264,41315,25272,32400,2024,35936,5792,ultra
203,14,849,7120,3632,36920,19760,32400,1384,42157,13840,ultra
203,14,853,6608,16112,40640,21840,32416,1731,42853,14864,nano
203,14,854,21296,16928,33381,13053,32416,4400,28013,8992,pico
203,14,855,21728,24352,45301,26528,32400,1344,36739,10080,ultra
203,14,857,25568,31808,37997,20443,32400,1800,19213,1856,pico
203,14,859,23456,19792,26691,5059,32400,5000,24192,4448,pico
203,14,861,22992,14608,26117,7856,32416,3664,12176,0,pico
203,14,862,27440,32992,40864,22216,32416,2000,31907,7552,ultra
203,14,866,7264,9744,45744,29520,32416,547,44027,19072,nano
203,14,870,21056,14592,23256,11429,32400,7008,14117,3520,synecho
203,15,873,18560,18528,39944,20781,32416,2221,35816,8560,ultra
203,15,875,8880,13488,40501,22640,32400,1008,37352,8064,ultra
203,15,880,10448,2064,31195,16117,32400,3285,36363,11328,ultra
203,15,885,20304,24592,27376,4491,32400,720,31253,880,pico
203,15,888,4672,9408,40069,22843,32400,1541,39899,13008,ultra
203,15,889,7456,4992,41469,24101,32416,25845,31389,9216,synecho
203,15,891,22912,28160,34331,18595,32432,4061,24560,5792,pico
203,15,895,17152,22848,36949,21072,32400,723,33181,9056,ultra
203,15,896,21744,26144,40483,22571,32416,1027,30405,6816,ultra
203,15,902,3424,4448,23093,3891,32400,6251,4648,0,synecho
203,15,910,7312,12240,39440,21317,32416,3344,38728,15056,ultra
203,15,914,12976,5968,23955,5688,32400,1971,36256,6432,pico
203,15,917,17808,12784,41541,25075,32400,1267,39627,12400,ultra
203,15,918,8016,8992,37893,24045,32416,1469,48829,21376,nano
203,15,922,5664,4848,35635,20000,32400,10771,24747,5520,synecho
203,15,924,35872,26752,38901,21035,32400,2712,37643,14288,ultra
203,15,929,31888,23072,37171,20328,32400,3259,29163,5776,pico
203,15,930,19984,18704,38733,21437,32384,2525,33461,6064,ultra
203,15,933,24064,26256,37891,19635,32400,5125,30405,10544,ultra
203,15,935,27312,20176,36141,17749,32400,1304,35859,12080,ultra
203,15,938,5776,1744,34640,20096,32400,2811,40661,12080,ultra
203,15,940,5904,6464,19293,1715,32400,13936,25048,3120,synecho
203,15,942,6464,3712,37872,19499,32400,4496,44189,16480,nano
203,15,945,7680,4608,40280,24176,32400,1832,45184,18976,nano
203,15,947,14784,24288,28923,12781,32416,10837,17208,4560,synecho
203,15,951,5344,10608,41645,25251,32416,4565,46317,19648,nano
203,15,953,20352,23856,29296,12949,32400,2891,28824,5296,pico
203,15,955,5568,12992,37395,18581,32400,1131,37683,12096,ultra
203,15,956,4720,12864,15051,4256,32400,1203,23120,1760,pico
203,15,959,20224,27344,27987,10339,32416,883,28029,4048,pico
203,15,960,24608,30960,39307,24171,32400,1907,26989,5920,pico
203,15,965,9504,5632,38176,22032,32416,12544,24845,2800,synecho
203,15,966,28704,22784,35203,15749,32400,2136,28443,16816,ultra
203,15,967,33648,24144,35744,16565,32384,1616,28179,4912,pico
203,15,968,11008,9168,37091,17640,32416,1581,39813,16624,ultra
203,15,981,2976,816,34643,19240,32416,16451,25424,6320,synecho
203,15,982,26656,22432,32752,14485,32400,2664,22555,0,pico
203,15,985,30224,20896,29859,8947,32400,1269,25056,0,pico
203,15,987,12992,4704,35976,18843,32400,2008,32805,7584,ultra
203,15,988,4176,4208,16736,5357,32400,2504,18424,0,pico
203,15,990,23440,24560,33515,14237,32400,2821,39189,15184,ultra
203,15,995,30144,20560,33085,14016,32416,2885,30533,5280,pico
203,15,997,6384,11808,45307,26944,32416,1552,43731,16976,nano
203,15,998,22528,12848,20691,2813,32400,6027,8507,0,synecho
203,15,1002,19312,9808,41115,24245,32416,3829,41901,13728,nano
203,15,1006,25408,26224,37192,19664,32416,2843,28045,5792,pico
203,15,1008,19584,28336,41488,24805,32400,2693,35216,16048,ultra
203,15,1010,17632,23584,44669,26797,32416,1061,41464,19088,nano
203,15,1018,19712,22624,29168,5488,32400,1744,30117,9856,pico
203,15,1019,19168,12288,35160,16773,32400,2787,37123,9504,ultra
203,15,1022,7360,8224,40355,23853,32400,1139,40528,14192,nano
203,15,1023,38800,29600,48141,30003,32400,2907,41144,11984,nano
203,15,1024,24208,19088,37467,20893,32416,2720,37659,14416,ultra
203,15,1025,4816,1776,35093,16221,32400,3093,36725,16160,ultra
203,15,1028,24720,21616,38499,20771,32416,1131,33389,9456,ultra
203,15,1032,5664,5584,19419,7864,32416,2531,13723,0,pico
203,15,1034,17392,19968,39451,21397,32400,1648,40659,13536,ultra
203,15,1035,11520,3808,38181,20477,32400,3299,41360,12448,ultra
203,15,1036,18256,15840,23373,1291,32400,3077,23733,0,pico
203,15,1037,5520,4384,17781,2176,32400,3037,18875,352,pico
203,15,1041,7600,9424,43315,27349,32400,1173,40397,9808,ultra
203,15,1044,6608,6848,44309,28064,32416,2053,47043,19536,nano
203,16,1050,33152,25440,35963,15861,32416,1779,26616,4960,pico
203,16,1054,17392,24016,23904,6123,32400,11512,15736,2432,synecho
203,16,1057,28048,19536,28987,11227,32400,765,30973,2736,pico
203,16,1058,15680,20368,36963,20627,32400,18173,24451,0,synecho
203,16,1060,26656,23680,32603,15605,32400,1579,29029,9504,pico
203,16,1067,6176,6992,37605,21224,32416,2024,37811,8944,ultra
203,16,1068,21104,16368,28816,10181,32400,4168,22955,6080,pico
203,16,1070,12384,8944,38787,20171,32400,1520,43496,17120,nano
203,16,1072,24688,20384,27779,13859,32400,13464,15317,0,synecho
203,16,1073,21072,17520,44477,30624,32416,8112,28445,6592,ultra
203,16,1074,14848,22528,23411,8160,32400,3005,17781,10768,pico
203,16,1076,17296,24832,32837,14619,32400,1427,37067,10384,ultra
203,16,1078,6816,5696,10232,0,32400,5267,5968,0,synecho
203,16,1083,25456,22688,34501,14715,32400,1637,27845,8960,pico
203,16,1084,10912,3680,37845,23123,32400,14589,18797,0,synecho
203,16,1086,8336,992,33808,18627,32416,357,38432,11200,ultra
203,16,1092,26864,17056,27181,7061,32416,1565,31491,5280,pico
203,16,1096,8464,12176,42720,25925,32416,2128,44853,17936,nano
203,16,1097,14944,22224,35024,16373,32400,1480,37669,7952,ultra
203,16,1098,8784,5408,42667,24576,32416,2723,42573,18976,nano
203,16,1099,23312,19104,37139,19653,32400,16829,18688,2208,synecho
203,16,1100,11776,3568,26573,16712,32416,3235,31307,4720,pico
203,16,1103,4816,14016,28816,14341,32400,1539,29749,9040,pico
203,16,1108,23344,29168,33173,14176,32400,1416,26517,1536,pico
203,16,1111,26304,18240,42099,22917,32416,1432,27381,1424,pico
203,16,1117,20432,28288,32408,14253,32400,2779,32613,6688,pico
203,16,1119,25760,34032,36699,17992,32400,792,24501,2048,pico
203,16,1121,19360,26992,29117,11853,32400,1264,26203,4544,pico
203,16,1122,7104,13552,32587,17811,32416,6472,13064,1744,synecho
203,16,1123,22880,14304,20037,269,32400,2504,26229,1968,pico
203,16,1125,16864,10512,35480,16307,32416,2749,41347,13872,ultra
203,16,1127,9024,7120,32181,17152,32400,19573,17224,0,synecho
203,16,1130,7008,8208,44339,25293,32400,1875,43069,14944,nano
203,16,1134,28624,20768,52333,37035,32416,6395,55851,28288,nano
